character,text,act,scene,line_number,play
CORIOLANUS,Are servanted to others. Though I owe,ACT V,SCENE II,27721,TWO VOLSCIAN GUARDS
CORIOLANUS,"My revenge properly, my remission lies",ACT V,SCENE II,27722,TWO VOLSCIAN GUARDS
CORIOLANUS,"In Volscian breasts. That we have been familiar,",ACT V,SCENE II,27723,TWO VOLSCIAN GUARDS
CORIOLANUS,Ingrate forgetfulness shall poison rather,ACT V,SCENE II,27724,TWO VOLSCIAN GUARDS
CORIOLANUS,Than pity note how much. Therefore begone.,ACT V,SCENE II,27725,TWO VOLSCIAN GUARDS
CORIOLANUS,Mine ears against your suits are stronger than,ACT V,SCENE II,27726,TWO VOLSCIAN GUARDS
CORIOLANUS,"Your gates against my force. Yet, for I loved thee,",ACT V,SCENE II,27727,TWO VOLSCIAN GUARDS
CORIOLANUS,"Take this along; I writ it for thy sake,",ACT V,SCENE II,27728,TWO VOLSCIAN GUARDS
CORIOLANUS,"And would have sent it. Another word, Menenius,",ACT V,SCENE II,27732,TWO VOLSCIAN GUARDS
CORIOLANUS,"I will not hear thee speak.—This man, Aufidius,",ACT V,SCENE II,27733,TWO VOLSCIAN GUARDS
CORIOLANUS,Was my beloved in Rome; yet thou behold’st.,ACT V,SCENE II,27734,TWO VOLSCIAN GUARDS
AUFIDIUS,You keep a constant temper.,ACT V,SCENE II,27737,TWO VOLSCIAN GUARDS
FIRST WATCH,"Now, sir, is your name Menenius?",ACT V,SCENE II,27744,TWO VOLSCIAN GUARDS
SECOND WATCH,"’Tis a spell, you see, of much power. You know the way home again.",ACT V,SCENE II,27747,TWO VOLSCIAN GUARDS
FIRST WATCH,Do you hear how we are shent for keeping your Greatness back?,ACT V,SCENE II,27750,TWO VOLSCIAN GUARDS
SECOND WATCH,What cause do you think I have to swoon?,ACT V,SCENE II,27753,TWO VOLSCIAN GUARDS
MENENIUS,"I neither care for th’ world nor your general. For such things as you,",ACT V,SCENE II,27756,TWO VOLSCIAN GUARDS
MENENIUS,"I can scarce think there’s any, you’re so slight. He that hath a will",ACT V,SCENE II,27757,TWO VOLSCIAN GUARDS
MENENIUS,to die by himself fears it not from another. Let your general do his,ACT V,SCENE II,27758,TWO VOLSCIAN GUARDS
MENENIUS,"worst. For you, be that you are, long; and your misery increase with",ACT V,SCENE II,27759,TWO VOLSCIAN GUARDS
MENENIUS,"your age! I say to you, as I was said to, away!",ACT V,SCENE II,27760,TWO VOLSCIAN GUARDS
FIRST WATCH,"A noble fellow, I warrant him.",ACT V,SCENE II,27765,TWO VOLSCIAN GUARDS
SECOND WATCH,"The worthy fellow is our general. He is the rock, the oak not to be",ACT V,SCENE II,27768,TWO VOLSCIAN GUARDS
SECOND WATCH,wind-shaken.,ACT V,SCENE II,27769,TWO VOLSCIAN GUARDS
SECOND WATCH,Enter Coriolanus and Aufidius.,ACT V,SCENE III,27775,TWO VOLSCIAN GUARDS
CORIOLANUS,We will before the walls of Rome tomorrow,ACT V,SCENE III,27778,TWO VOLSCIAN GUARDS
CORIOLANUS,"Set down our host. My partner in this action,",ACT V,SCENE III,27779,TWO VOLSCIAN GUARDS
CORIOLANUS,You must report to th’ Volscian lords how plainly,ACT V,SCENE III,27780,TWO VOLSCIAN GUARDS
CORIOLANUS,I have borne this business.,ACT V,SCENE III,27781,TWO VOLSCIAN GUARDS
AUFIDIUS,Only their ends,ACT V,SCENE III,27784,TWO VOLSCIAN GUARDS
AUFIDIUS,"You have respected, stopped your ears against",ACT V,SCENE III,27785,TWO VOLSCIAN GUARDS
AUFIDIUS,The general suit of Rome; never admitted,ACT V,SCENE III,27786,TWO VOLSCIAN GUARDS
AUFIDIUS,"A private whisper, no, not with such friends",ACT V,SCENE III,27787,TWO VOLSCIAN GUARDS
AUFIDIUS,That thought them sure of you.,ACT V,SCENE III,27788,TWO VOLSCIAN GUARDS
CORIOLANUS,"This last old man,",ACT V,SCENE III,27791,TWO VOLSCIAN GUARDS
CORIOLANUS,"Whom with cracked heart I have sent to Rome,",ACT V,SCENE III,27792,TWO VOLSCIAN GUARDS
CORIOLANUS,"Loved me above the measure of a father,",ACT V,SCENE III,27793,TWO VOLSCIAN GUARDS
CORIOLANUS,"Nay, godded me indeed. Their latest refuge",ACT V,SCENE III,27794,TWO VOLSCIAN GUARDS
CORIOLANUS,"Was to send him, for whose old love I have—",ACT V,SCENE III,27795,TWO VOLSCIAN GUARDS
CORIOLANUS,Though I showed sourly to him—once more offered,ACT V,SCENE III,27796,TWO VOLSCIAN GUARDS
CORIOLANUS,"The first conditions, which they did refuse",ACT V,SCENE III,27797,TWO VOLSCIAN GUARDS
CORIOLANUS,"And cannot now accept, to grace him only",ACT V,SCENE III,27798,TWO VOLSCIAN GUARDS
CORIOLANUS,That thought he could do more. A very little,ACT V,SCENE III,27799,TWO VOLSCIAN GUARDS
CORIOLANUS,"I have yielded to. Fresh embassies and suits,",ACT V,SCENE III,27800,TWO VOLSCIAN GUARDS
CORIOLANUS,"Nor from the state nor private friends, hereafter",ACT V,SCENE III,27801,TWO VOLSCIAN GUARDS
CORIOLANUS,Will I lend ear to.,ACT V,SCENE III,27802,TWO VOLSCIAN GUARDS
CORIOLANUS,Ha? What shout is this?,ACT V,SCENE III,27806,TWO VOLSCIAN GUARDS
CORIOLANUS,Shall I be tempted to infringe my vow,ACT V,SCENE III,27807,TWO VOLSCIAN GUARDS
CORIOLANUS,In the same time ’tis made? I will not.,ACT V,SCENE III,27808,TWO VOLSCIAN GUARDS
CORIOLANUS,"Enter Virgilia, Volumnia, Valeria, young Martius with attendants.",ACT V,SCENE III,27810,TWO VOLSCIAN GUARDS
CORIOLANUS,"My wife comes foremost, then the honoured mold",ACT V,SCENE III,27812,TWO VOLSCIAN GUARDS
CORIOLANUS,"Wherein this trunk was framed, and in her hand",ACT V,SCENE III,27813,TWO VOLSCIAN GUARDS
CORIOLANUS,"The grandchild to her blood. But out, affection!",ACT V,SCENE III,27814,TWO VOLSCIAN GUARDS
CORIOLANUS,"All bond and privilege of nature, break!",ACT V,SCENE III,27815,TWO VOLSCIAN GUARDS
CORIOLANUS,Let it be virtuous to be obstinate.,ACT V,SCENE III,27816,TWO VOLSCIAN GUARDS
CORIOLANUS,"What is that curtsy worth? Or those doves’ eyes,",ACT V,SCENE III,27817,TWO VOLSCIAN GUARDS
CORIOLANUS,Which can make gods forsworn? I melt and am not,ACT V,SCENE III,27818,TWO VOLSCIAN GUARDS
CORIOLANUS,"Of stronger earth than others. My mother bows,",ACT V,SCENE III,27819,TWO VOLSCIAN GUARDS
CORIOLANUS,As if Olympus to a molehill should,ACT V,SCENE III,27820,TWO VOLSCIAN GUARDS
CORIOLANUS,In supplication nod; and my young boy,ACT V,SCENE III,27821,TWO VOLSCIAN GUARDS
CORIOLANUS,Hath an aspect of intercession which,ACT V,SCENE III,27822,TWO VOLSCIAN GUARDS
CORIOLANUS,Great Nature cries “Deny not!” Let the Volsces,ACT V,SCENE III,27823,TWO VOLSCIAN GUARDS
CORIOLANUS,"Plough Rome and harrow Italy, I’ll never",ACT V,SCENE III,27824,TWO VOLSCIAN GUARDS
CORIOLANUS,"Be such a gosling to obey instinct, but stand",ACT V,SCENE III,27825,TWO VOLSCIAN GUARDS
CORIOLANUS,"As if a man were author of himself,",ACT V,SCENE III,27826,TWO VOLSCIAN GUARDS
CORIOLANUS,And knew no other kin.,ACT V,SCENE III,27827,TWO VOLSCIAN GUARDS
VIRGILIA,My lord and husband.,ACT V,SCENE III,27830,TWO VOLSCIAN GUARDS
CORIOLANUS,These eyes are not the same I wore in Rome.,ACT V,SCENE III,27833,TWO VOLSCIAN GUARDS
VIRGILIA,The sorrow that delivers us thus changed,ACT V,SCENE III,27836,TWO VOLSCIAN GUARDS
VIRGILIA,Makes you think so.,ACT V,SCENE III,27837,TWO VOLSCIAN GUARDS
CORIOLANUS,"Like a dull actor now,",ACT V,SCENE III,27840,TWO VOLSCIAN GUARDS
CORIOLANUS,"I have forgot my part, and I am out,",ACT V,SCENE III,27841,TWO VOLSCIAN GUARDS
CORIOLANUS,"Even to a full disgrace. Best of my flesh,",ACT V,SCENE III,27842,TWO VOLSCIAN GUARDS
CORIOLANUS,"Forgive my tyranny, but do not say",ACT V,SCENE III,27843,TWO VOLSCIAN GUARDS
CORIOLANUS,"For that, “Forgive our Romans.”",ACT V,SCENE III,27844,TWO VOLSCIAN GUARDS
CORIOLANUS,"O, a kiss",ACT V,SCENE III,27848,TWO VOLSCIAN GUARDS
CORIOLANUS,"Long as my exile, sweet as my revenge!",ACT V,SCENE III,27849,TWO VOLSCIAN GUARDS
CORIOLANUS,"Now, by the jealous queen of heaven, that kiss",ACT V,SCENE III,27850,TWO VOLSCIAN GUARDS
CORIOLANUS,"I carried from thee, dear, and my true lip",ACT V,SCENE III,27851,TWO VOLSCIAN GUARDS
CORIOLANUS,Hath virgined it e’er since. You gods! I prate,ACT V,SCENE III,27852,TWO VOLSCIAN GUARDS
CORIOLANUS,And the most noble mother of the world,ACT V,SCENE III,27853,TWO VOLSCIAN GUARDS
CORIOLANUS,"Leave unsaluted. Sink, my knee, i’ th’ earth;",ACT V,SCENE III,27854,TWO VOLSCIAN GUARDS
CORIOLANUS,Of thy deep duty more impression show,ACT V,SCENE III,27858,TWO VOLSCIAN GUARDS
CORIOLANUS,Than that of common sons.,ACT V,SCENE III,27859,TWO VOLSCIAN GUARDS
VOLUMNIA,"O, stand up blest,",ACT V,SCENE III,27862,TWO VOLSCIAN GUARDS
VOLUMNIA,Whilst with no softer cushion than the flint,ACT V,SCENE III,27866,TWO VOLSCIAN GUARDS
VOLUMNIA,I kneel before thee and unproperly,ACT V,SCENE III,27867,TWO VOLSCIAN GUARDS
VOLUMNIA,"Show duty, as mistaken all this while",ACT V,SCENE III,27868,TWO VOLSCIAN GUARDS
VOLUMNIA,Between the child and parent.,ACT V,SCENE III,27869,TWO VOLSCIAN GUARDS
CORIOLANUS,What is this?,ACT V,SCENE III,27874,TWO VOLSCIAN GUARDS
CORIOLANUS,Your knees to me? To your corrected son?,ACT V,SCENE III,27875,TWO VOLSCIAN GUARDS
CORIOLANUS,Then let the pebbles on the hungry beach,ACT V,SCENE III,27879,TWO VOLSCIAN GUARDS
CORIOLANUS,Fillip the stars! Then let the mutinous winds,ACT V,SCENE III,27880,TWO VOLSCIAN GUARDS
CORIOLANUS,"Strike the proud cedars ’gainst the fiery sun,",ACT V,SCENE III,27881,TWO VOLSCIAN GUARDS
CORIOLANUS,Murdering impossibility to make,ACT V,SCENE III,27882,TWO VOLSCIAN GUARDS
CORIOLANUS,What cannot be slight work.,ACT V,SCENE III,27883,TWO VOLSCIAN GUARDS
VOLUMNIA,Thou art my warrior;,ACT V,SCENE III,27886,TWO VOLSCIAN GUARDS
VOLUMNIA,I holp to frame thee. Do you know this lady?,ACT V,SCENE III,27887,TWO VOLSCIAN GUARDS
CORIOLANUS,"The noble sister of Publicola,",ACT V,SCENE III,27890,TWO VOLSCIAN GUARDS
CORIOLANUS,"The moon of Rome, chaste as the icicle",ACT V,SCENE III,27891,TWO VOLSCIAN GUARDS
CORIOLANUS,That’s curdied by the frost from purest snow,ACT V,SCENE III,27892,TWO VOLSCIAN GUARDS
CORIOLANUS,And hangs on Dian’s temple!—Dear Valeria.,ACT V,SCENE III,27893,TWO VOLSCIAN GUARDS
VOLUMNIA,"This is a poor epitome of yours,",ACT V,SCENE III,27896,TWO VOLSCIAN GUARDS
VOLUMNIA,Which by th’ interpretation of full time,ACT V,SCENE III,27897,TWO VOLSCIAN GUARDS
VOLUMNIA,May show like all yourself.,ACT V,SCENE III,27898,TWO VOLSCIAN GUARDS
CORIOLANUS,"The god of soldiers,",ACT V,SCENE III,27901,TWO VOLSCIAN GUARDS
CORIOLANUS,"With the consent of supreme Jove, inform",ACT V,SCENE III,27902,TWO VOLSCIAN GUARDS
CORIOLANUS,"Thy thoughts with nobleness, that thou mayst prove",ACT V,SCENE III,27903,TWO VOLSCIAN GUARDS
CORIOLANUS,"To shame unvulnerable, and stick i’ th’ wars",ACT V,SCENE III,27904,TWO VOLSCIAN GUARDS
CORIOLANUS,Like a great seamark standing every flaw,ACT V,SCENE III,27905,TWO VOLSCIAN GUARDS
CORIOLANUS,And saving those that eye thee.,ACT V,SCENE III,27906,TWO VOLSCIAN GUARDS
VOLUMNIA,"[_To young Martius_.] Your knee, sirrah.",ACT V,SCENE III,27909,TWO VOLSCIAN GUARDS
CORIOLANUS,That’s my brave boy!,ACT V,SCENE III,27914,TWO VOLSCIAN GUARDS
VOLUMNIA,"Even he, your wife, this lady, and myself",ACT V,SCENE III,27917,TWO VOLSCIAN GUARDS
VOLUMNIA,Are suitors to you.,ACT V,SCENE III,27918,TWO VOLSCIAN GUARDS
CORIOLANUS,"I beseech you, peace;",ACT V,SCENE III,27923,TWO VOLSCIAN GUARDS
CORIOLANUS,"Or, if you’d ask, remember this before:",ACT V,SCENE III,27924,TWO VOLSCIAN GUARDS
CORIOLANUS,The thing I have forsworn to grant may never,ACT V,SCENE III,27925,TWO VOLSCIAN GUARDS
CORIOLANUS,Be held by you denials. Do not bid me,ACT V,SCENE III,27926,TWO VOLSCIAN GUARDS
CORIOLANUS,Dismiss my soldiers or capitulate,ACT V,SCENE III,27927,TWO VOLSCIAN GUARDS
CORIOLANUS,Again with Rome’s mechanics. Tell me not,ACT V,SCENE III,27928,TWO VOLSCIAN GUARDS
CORIOLANUS,Wherein I seem unnatural; desire not,ACT V,SCENE III,27929,TWO VOLSCIAN GUARDS
CORIOLANUS,T’ allay my rages and revenges with,ACT V,SCENE III,27930,TWO VOLSCIAN GUARDS
CORIOLANUS,Your colder reasons.,ACT V,SCENE III,27931,TWO VOLSCIAN GUARDS
VOLUMNIA,"O, no more, no more!",ACT V,SCENE III,27934,TWO VOLSCIAN GUARDS
VOLUMNIA,You have said you will not grant us anything;,ACT V,SCENE III,27935,TWO VOLSCIAN GUARDS
VOLUMNIA,For we have nothing else to ask but that,ACT V,SCENE III,27936,TWO VOLSCIAN GUARDS
VOLUMNIA,"Which you deny already. Yet we will ask,",ACT V,SCENE III,27937,TWO VOLSCIAN GUARDS
VOLUMNIA,"That if you fail in our request, the blame",ACT V,SCENE III,27938,TWO VOLSCIAN GUARDS
VOLUMNIA,May hang upon your hardness. Therefore hear us.,ACT V,SCENE III,27939,TWO VOLSCIAN GUARDS
CORIOLANUS,"Aufidius, and you Volsces, mark, for we’ll",ACT V,SCENE III,27942,TWO VOLSCIAN GUARDS
CORIOLANUS,Hear naught from Rome in private. Your request?,ACT V,SCENE III,27943,TWO VOLSCIAN GUARDS
VOLUMNIA,"Should we be silent and not speak, our raiment",ACT V,SCENE III,27946,TWO VOLSCIAN GUARDS
VOLUMNIA,And state of bodies would bewray what life,ACT V,SCENE III,27947,TWO VOLSCIAN GUARDS
VOLUMNIA,We have led since thy exile. Think with thyself,ACT V,SCENE III,27948,TWO VOLSCIAN GUARDS
VOLUMNIA,How more unfortunate than all living women,ACT V,SCENE III,27949,TWO VOLSCIAN GUARDS
VOLUMNIA,"Are we come hither; since that thy sight, which should",ACT V,SCENE III,27950,TWO VOLSCIAN GUARDS
VOLUMNIA,"Make our eyes flow with joy, hearts dance with comforts,",ACT V,SCENE III,27951,TWO VOLSCIAN GUARDS
VOLUMNIA,"Constrains them weep and shake with fear and sorrow,",ACT V,SCENE III,27952,TWO VOLSCIAN GUARDS
VOLUMNIA,"Making the mother, wife, and child to see",ACT V,SCENE III,27953,TWO VOLSCIAN GUARDS
VOLUMNIA,"The son, the husband, and the father tearing",ACT V,SCENE III,27954,TWO VOLSCIAN GUARDS
VOLUMNIA,His country’s bowels out. And to poor we,ACT V,SCENE III,27955,TWO VOLSCIAN GUARDS
VOLUMNIA,Thine enmity’s most capital. Thou barr’st us,ACT V,SCENE III,27956,TWO VOLSCIAN GUARDS
VOLUMNIA,"Our prayers to the gods, which is a comfort",ACT V,SCENE III,27957,TWO VOLSCIAN GUARDS
VOLUMNIA,That all but we enjoy. For how can we—,ACT V,SCENE III,27958,TWO VOLSCIAN GUARDS
VOLUMNIA,"Alas, how can we—for our country pray,",ACT V,SCENE III,27959,TWO VOLSCIAN GUARDS
VOLUMNIA,"Whereto we are bound, together with thy victory,",ACT V,SCENE III,27960,TWO VOLSCIAN GUARDS
VOLUMNIA,"Whereto we are bound? Alack, or we must lose",ACT V,SCENE III,27961,TWO VOLSCIAN GUARDS
VOLUMNIA,"The country, our dear nurse, or else thy person,",ACT V,SCENE III,27962,TWO VOLSCIAN GUARDS
VOLUMNIA,Our comfort in the country. We must find,ACT V,SCENE III,27963,TWO VOLSCIAN GUARDS
VOLUMNIA,"An evident calamity, though we had",ACT V,SCENE III,27964,TWO VOLSCIAN GUARDS
VOLUMNIA,"Our wish, which side should win, for either thou",ACT V,SCENE III,27965,TWO VOLSCIAN GUARDS
VOLUMNIA,Must as a foreign recreant be led,ACT V,SCENE III,27966,TWO VOLSCIAN GUARDS
VOLUMNIA,"With manacles through our streets, or else",ACT V,SCENE III,27967,TWO VOLSCIAN GUARDS
VOLUMNIA,Triumphantly tread on thy country’s ruin,ACT V,SCENE III,27968,TWO VOLSCIAN GUARDS
VOLUMNIA,And bear the palm for having bravely shed,ACT V,SCENE III,27969,TWO VOLSCIAN GUARDS
VOLUMNIA,"Thy wife and children’s blood. For myself, son,",ACT V,SCENE III,27970,TWO VOLSCIAN GUARDS
VOLUMNIA,I purpose not to wait on fortune till,ACT V,SCENE III,27971,TWO VOLSCIAN GUARDS
VOLUMNIA,These wars determine. If I cannot persuade thee,ACT V,SCENE III,27972,TWO VOLSCIAN GUARDS
VOLUMNIA,Rather to show a noble grace to both parts,ACT V,SCENE III,27973,TWO VOLSCIAN GUARDS
VOLUMNIA,"Than seek the end of one, thou shalt no sooner",ACT V,SCENE III,27974,TWO VOLSCIAN GUARDS
VOLUMNIA,March to assault thy country than to tread—,ACT V,SCENE III,27975,TWO VOLSCIAN GUARDS
VOLUMNIA,"Trust to’t, thou shalt not—on thy mother’s womb",ACT V,SCENE III,27976,TWO VOLSCIAN GUARDS
VOLUMNIA,That brought thee to this world.,ACT V,SCENE III,27977,TWO VOLSCIAN GUARDS
VIRGILIA,"Ay, and mine,",ACT V,SCENE III,27980,TWO VOLSCIAN GUARDS
VIRGILIA,That brought you forth this boy to keep your name,ACT V,SCENE III,27981,TWO VOLSCIAN GUARDS
VIRGILIA,Living to time.,ACT V,SCENE III,27982,TWO VOLSCIAN GUARDS
YOUNG MARTIUS,He shall not tread on me.,ACT V,SCENE III,27985,TWO VOLSCIAN GUARDS
YOUNG MARTIUS,"I’ll run away till I am bigger, but then I’ll fight.",ACT V,SCENE III,27986,TWO VOLSCIAN GUARDS
CORIOLANUS,Not of a woman’s tenderness to be,ACT V,SCENE III,27989,TWO VOLSCIAN GUARDS
CORIOLANUS,Requires nor child nor woman’s face to see.—,ACT V,SCENE III,27990,TWO VOLSCIAN GUARDS
CORIOLANUS,I have sat too long.,ACT V,SCENE III,27991,TWO VOLSCIAN GUARDS
VOLUMNIA,"Nay, go not from us thus.",ACT V,SCENE III,27996,TWO VOLSCIAN GUARDS
VOLUMNIA,"If it were so, that our request did tend",ACT V,SCENE III,27997,TWO VOLSCIAN GUARDS
VOLUMNIA,"To save the Romans, thereby to destroy",ACT V,SCENE III,27998,TWO VOLSCIAN GUARDS
VOLUMNIA,"The Volsces whom you serve, you might condemn us",ACT V,SCENE III,27999,TWO VOLSCIAN GUARDS
VOLUMNIA,"As poisonous of your honour. No, our suit",ACT V,SCENE III,28000,TWO VOLSCIAN GUARDS
VOLUMNIA,"Is that you reconcile them, while the Volsces",ACT V,SCENE III,28001,TWO VOLSCIAN GUARDS
VOLUMNIA,"May say “This mercy we have showed,” the Romans",ACT V,SCENE III,28002,TWO VOLSCIAN GUARDS
VOLUMNIA,"“This we received,” and each in either side",ACT V,SCENE III,28003,TWO VOLSCIAN GUARDS
VOLUMNIA,"Give the all-hail to thee and cry, “Be blessed",ACT V,SCENE III,28004,TWO VOLSCIAN GUARDS
VOLUMNIA,"For making up this peace!” Thou know’st, great son,",ACT V,SCENE III,28005,TWO VOLSCIAN GUARDS
VOLUMNIA,"The end of war’s uncertain, but this certain,",ACT V,SCENE III,28006,TWO VOLSCIAN GUARDS
VOLUMNIA,"That, if thou conquer Rome, the benefit",ACT V,SCENE III,28007,TWO VOLSCIAN GUARDS
VOLUMNIA,Which thou shalt thereby reap is such a name,ACT V,SCENE III,28008,TWO VOLSCIAN GUARDS
VOLUMNIA,"Whose repetition will be dogged with curses,",ACT V,SCENE III,28009,TWO VOLSCIAN GUARDS
VOLUMNIA,"Whose chronicle thus writ: “The man was noble,",ACT V,SCENE III,28010,TWO VOLSCIAN GUARDS
VOLUMNIA,But with his last attempt he wiped it out;,ACT V,SCENE III,28011,TWO VOLSCIAN GUARDS
VOLUMNIA,"Destroyed his country, and his name remains",ACT V,SCENE III,28012,TWO VOLSCIAN GUARDS
VOLUMNIA,"To th’ ensuing age abhorred.” Speak to me, son.",ACT V,SCENE III,28013,TWO VOLSCIAN GUARDS
VOLUMNIA,Thou hast affected the fine strains of honour,ACT V,SCENE III,28014,TWO VOLSCIAN GUARDS
VOLUMNIA,"To imitate the graces of the gods,",ACT V,SCENE III,28015,TWO VOLSCIAN GUARDS
VOLUMNIA,To tear with thunder the wide cheeks o’ th’ air,ACT V,SCENE III,28016,TWO VOLSCIAN GUARDS
VOLUMNIA,And yet to charge thy sulphur with a bolt,ACT V,SCENE III,28017,TWO VOLSCIAN GUARDS
VOLUMNIA,That should but rive an oak. Why dost not speak?,ACT V,SCENE III,28018,TWO VOLSCIAN GUARDS
VOLUMNIA,Think’st thou it honourable for a noble man,ACT V,SCENE III,28019,TWO VOLSCIAN GUARDS
VOLUMNIA,"Still to remember wrongs?—Daughter, speak you.",ACT V,SCENE III,28020,TWO VOLSCIAN GUARDS
VOLUMNIA,"He cares not for your weeping.—Speak thou, boy.",ACT V,SCENE III,28021,TWO VOLSCIAN GUARDS
VOLUMNIA,Perhaps thy childishness will move him more,ACT V,SCENE III,28022,TWO VOLSCIAN GUARDS
VOLUMNIA,Than can our reasons.—There’s no man in the world,ACT V,SCENE III,28023,TWO VOLSCIAN GUARDS
VOLUMNIA,"More bound to’s mother, yet here he lets me prate",ACT V,SCENE III,28024,TWO VOLSCIAN GUARDS
VOLUMNIA,Like one i’ th’ stocks. Thou hast never in thy life,ACT V,SCENE III,28025,TWO VOLSCIAN GUARDS
VOLUMNIA,Showed thy dear mother any courtesy,ACT V,SCENE III,28026,TWO VOLSCIAN GUARDS
VOLUMNIA,"When she, poor hen, fond of no second brood,",ACT V,SCENE III,28027,TWO VOLSCIAN GUARDS
VOLUMNIA,"Has clucked thee to the wars and safely home,",ACT V,SCENE III,28028,TWO VOLSCIAN GUARDS
VOLUMNIA,Loaden with honour. Say my request’s unjust,ACT V,SCENE III,28029,TWO VOLSCIAN GUARDS
VOLUMNIA,"And spurn me back; but if it be not so,",ACT V,SCENE III,28030,TWO VOLSCIAN GUARDS
VOLUMNIA,"Thou art not honest, and the gods will plague thee",ACT V,SCENE III,28031,TWO VOLSCIAN GUARDS
VOLUMNIA,That thou restrain’st from me the duty which,ACT V,SCENE III,28032,TWO VOLSCIAN GUARDS
VOLUMNIA,To a mother’s part belongs.—He turns away.—,ACT V,SCENE III,28033,TWO VOLSCIAN GUARDS
VOLUMNIA,"Down, ladies! Let us shame him with our knees.",ACT V,SCENE III,28034,TWO VOLSCIAN GUARDS
VOLUMNIA,To his surname Coriolanus ’longs more pride,ACT V,SCENE III,28035,TWO VOLSCIAN GUARDS
VOLUMNIA,Than pity to our prayers. Down! An end.,ACT V,SCENE III,28036,TWO VOLSCIAN GUARDS
VOLUMNIA,This is the last. So we will home to Rome,ACT V,SCENE III,28040,TWO VOLSCIAN GUARDS
VOLUMNIA,"And die among our neighbours.—Nay, behold’s.",ACT V,SCENE III,28041,TWO VOLSCIAN GUARDS
VOLUMNIA,"This boy that cannot tell what he would have,",ACT V,SCENE III,28042,TWO VOLSCIAN GUARDS
VOLUMNIA,"But kneels and holds up hands for fellowship,",ACT V,SCENE III,28043,TWO VOLSCIAN GUARDS
VOLUMNIA,Does reason our petition with more strength,ACT V,SCENE III,28044,TWO VOLSCIAN GUARDS
VOLUMNIA,"Than thou hast to deny’t.—Come, let us go.",ACT V,SCENE III,28045,TWO VOLSCIAN GUARDS
VOLUMNIA,"This fellow had a Volscian to his mother,",ACT V,SCENE III,28049,TWO VOLSCIAN GUARDS
VOLUMNIA,"His wife is in Corioles, and his child",ACT V,SCENE III,28050,TWO VOLSCIAN GUARDS
VOLUMNIA,Like him by chance.—Yet give us our dispatch.,ACT V,SCENE III,28051,TWO VOLSCIAN GUARDS
